claim_id,policy_id,customer_id,claim_date,claim_type,claim_amount,claim_status,days_to_settle,fraud_indicator,adjuster_id
CLM0002530,POL0067842,CUST010276,2023-02-15,Fire,11450.1,Approved,31.0,0,ADJ042
CLM0002531,POL0014880,CUST004444,2021-12-03,Storm,2966.33,Approved,3.0,0,ADJ043
CLM0002532,POL0024286,CUST001506,2022-05-11,Comprehensive,8415.82,Pending,,0,ADJ017
CLM0002533,POL0008936,CUST010312,2021-07-11,Disability,327805.95,Approved,73.0,0,ADJ035
CLM0002536,POL0022571,CUST008095,2022-11-24,Mental Health,10627.38,Approved,15.0,0,ADJ048
CLM0002537,POL0036428,CUST009227,2020-08-18,Theft,9686.01,Approved,15.0,0,ADJ013
CLM0002538,POL0013648,CUST008805,2025-01-08,Vandalism,4820.05,Approved,28.0,0,ADJ010
CLM0002539,POL0017696,CUST008656,2021-07-31,Trip Cancellation,10000.0,Approved,6.0,0,ADJ003
CLM0002540,POL0042467,CUST006894,2025-02-24,Vision,3430.28,Approved,17.0,0,ADJ004
CLM0002541,POL0072690,CUST004453,2025-03-20,Theft,31734.81,Approved,64.0,0,ADJ020
CLM0002542,POL0048442,CUST008031,2021-11-06,Trip Cancellation,4954.41,Approved,72.0,0,ADJ040
CLM0002544,POL0033782,CUST009148,2022-04-12,Comprehensive,3716.42,Approved,73.0,0,ADJ017
CLM0002545,POL0041086,CUST002879,2023-04-06,Disability,382963.79,Approved,13.0,0,ADJ011
CLM0002546,POL0044937,CUST005678,2024-01-06,Cyber,11343.03,Approved,38.0,0,ADJ031
CLM0002547,POL0050561,CUST006816,2023-09-01,Theft,62319.14,Approved,117.0,0,ADJ004
CLM0002548,POL0055130,CUST013339,2021-07-16,Trip Cancellation,8295.64,Approved,7.0,0,ADJ043
CLM0002549,POL0037107,CUST004102,2023-07-10,Vandalism,14397.03,Approved,0.0,0,ADJ029
CLM0002550,POL0030939,CUST013368,2024-09-19,Storm,44781.08,Approved,7.0,0,ADJ016
CLM0002551,POL0061058,CUST013498,2022-01-29,Theft,8672.06,Denied,28.0,0,ADJ032
CLM0002552,POL0053301,CUST010108,2022-03-04,Comprehensive,11213.49,Approved,12.0,0,ADJ023
CLM0002553,POL0002545,CUST003555,2021-12-26,Collision,5646.24,Approved,29.0,0,ADJ015
CLM0002554,POL0032000,CUST002911,2023-02-12,Collision,2407.17,Approved,51.0,0,ADJ010
CLM0002555,POL0011978,CUST001439,2025-05-03,Theft,13324.96,Approved,45.0,0,ADJ008
CLM0002557,POL0054549,CUST011477,2024-07-10,Property,5361.4,Approved,13.0,0,ADJ008
CLM0002558,POL0013237,CUST010092,2021-09-04,Theft,3554.28,Approved,9.0,0,ADJ020
CLM0002560,POL0062146,CUST012084,2025-05-27,Fire,13506.16,Approved,33.0,0,ADJ044
CLM0002562,POL0069611,CUST014429,2021-01-25,Dental,8642.91,Approved,3.0,0,ADJ040
CLM0002563,POL0044470,CUST008324,2023-09-03,Vision,50000.0,Approved,15.0,0,ADJ035
CLM0002564,POL0041444,CUST006604,2024-07-25,Fire,109332.41,Approved,30.0,0,ADJ019
CLM0002565,POL0019163,CUST012398,2020-10-02,Liability,29802.6,Approved,20.0,0,ADJ006
CLM0002566,POL0012818,CUST004136,2023-02-13,Storm,84839.57,Denied,11.0,0,ADJ017
CLM0002567,POL0056674,CUST004834,2022-01-12,Death,368234.88,Approved,8.0,0,ADJ050
CLM0002568,POL0010527,CUST001118,2025-03-19,Critical Illness,437255.07,Under Investigation,,1,ADJ035
CLM0002569,POL0039874,CUST009701,2024-04-08,Theft,287330.96,Approved,9.0,0,ADJ016
CLM0002570,POL0009101,CUST004137,2023-08-28,Theft,17668.32,Under Investigation,,0,ADJ018
CLM0002571,POL0067638,CUST013105,2025-03-11,Theft,13410.32,Approved,52.0,0,ADJ050
CLM0002572,POL0073070,CUST006089,2023-05-15,Vision,29131.45,Under Investigation,,0,ADJ034
CLM0002573,POL0064702,CUST000470,2022-03-05,Liability,11001.85,Approved,16.0,0,ADJ049
CLM0002574,POL0055088,CUST009308,2021-08-05,Critical Illness,281650.68,Approved,53.0,0,ADJ010
CLM0002575,POL0065901,CUST014431,2022-02-20,Liability,12960.82,Approved,12.0,0,ADJ041
CLM0002576,POL0053006,CUST010527,2023-05-12,Vandalism,5101.62,Approved,17.0,0,ADJ041
CLM0002577,POL0021713,CUST003633,2025-03-27,Liability,3880.6,Approved,52.0,0,ADJ034
CLM0002578,POL0036969,CUST009331,2025-01-24,Mental Health,75359.3,Approved,114.0,0,ADJ023
CLM0002579,POL0061847,CUST003805,2025-05-09,Comprehensive,18834.1,Approved,16.0,0,ADJ034
CLM0002580,POL0067922,CUST012042,2021-09-12,Water Damage,79690.29,Approved,102.0,0,ADJ020
CLM0002581,POL0053388,CUST005039,2023-05-06,Storm,44658.9,Approved,5.0,0,ADJ002
CLM0002582,POL0005251,CUST003206,2025-03-23,Fire,27497.16,Approved,25.0,0,ADJ039
CLM0002585,POL0002025,CUST013894,2023-10-14,Property,13010.72,Under Investigation,,0,ADJ017
CLM0002586,POL0013198,CUST002913,2023-02-03,Vision,12277.25,Approved,31.0,0,ADJ012
CLM0002587,POL0049087,CUST000032,2024-01-24,Storm,15892.92,Approved,19.0,0,ADJ045
CLM0002589,POL0050281,CUST001641,2022-03-14,Theft,25272.41,Approved,109.0,0,ADJ044
CLM0002590,POL0051079,CUST006773,2021-03-20,Liability,15361.46,Approved,22.0,0,ADJ019
CLM0002591,POL0034313,CUST005448,2025-03-10,Liability,3428.32,Approved,15.0,0,ADJ030
CLM0002592,POL0027067,CUST003385,2022-10-15,Medical,50000.0,Approved,45.0,0,ADJ010
CLM0002593,POL0012603,CUST014873,2024-09-07,Critical Illness,530896.46,Approved,125.0,0,ADJ006
CLM0002594,POL0042431,CUST009321,2024-07-22,Death,499441.05,Approved,3.0,0,ADJ024
CLM0002595,POL0003004,CUST003306,2023-10-09,Dental,50000.0,Approved,25.0,0,ADJ018
CLM0002597,POL0067492,CUST007323,2024-05-25,Vandalism,41286.35,Approved,9.0,0,ADJ008
CLM0002598,POL0053632,CUST000363,2024-10-25,Fire,11487.5,Approved,31.0,0,ADJ043
CLM0002599,POL0054284,CUST000560,2021-08-25,Critical Illness,1054105.99,Approved,9.0,0,ADJ005
CLM0002600,POL0034206,CUST004013,2024-07-02,Liability,3565.98,Denied,109.0,0,ADJ031
CLM0002602,POL0066842,CUST003254,2022-08-30,Death,456046.17,Approved,160.0,0,ADJ006
CLM0002605,POL0023500,CUST005567,2023-11-22,Theft,17031.0,Under Investigation,,0,ADJ011
CLM0002606,POL0061172,CUST003488,2024-02-01,Critical Illness,383461.41,Approved,48.0,0,ADJ017
CLM0002607,POL0024918,CUST012468,2022-07-12,Theft,80943.67,Approved,4.0,0,ADJ048
CLM0002608,POL0067097,CUST005504,2025-05-22,Vandalism,4610.87,Approved,2.0,0,ADJ041
CLM0002609,POL0043629,CUST011900,2025-05-02,Liability,2473.76,Approved,64.0,0,ADJ028
CLM0002610,POL0066257,CUST009910,2024-10-28,Liability,16712.53,Under Investigation,,1,ADJ018
CLM0002611,POL0073820,CUST008526,2025-04-13,Disability,328792.26,Pending,,0,ADJ004
CLM0002612,POL0005808,CUST007095,2023-09-30,Collision,16688.64,Pending,,0,ADJ019
CLM0002613,POL0070299,CUST005110,2021-03-24,Medical,27243.63,Approved,1.0,0,ADJ047
CLM0002614,POL0055253,CUST000193,2024-12-13,Vision,50000.0,Denied,14.0,0,ADJ003
CLM0002615,POL0045136,CUST007819,2021-09-21,Liability,5522.96,Approved,5.0,0,ADJ020
CLM0002616,POL0072652,CUST008105,2020-07-09,Medical Emergency,10000.0,Approved,46.0,0,ADJ042
CLM0002618,POL0018770,CUST009951,2024-09-03,Storm,73717.06,Approved,26.0,0,ADJ043
CLM0002619,POL0023723,CUST004749,2025-06-13,Critical Illness,242705.09,Approved,55.0,0,ADJ044
CLM0002620,POL0036495,CUST007698,2025-02-18,Water Damage,36880.22,Approved,23.0,0,ADJ045
CLM0002621,POL0024956,CUST007432,2024-04-21,Dental,9263.33,Approved,23.0,0,ADJ037
CLM0002622,POL0068803,CUST014526,2023-02-23,Lost Luggage,6999.74,Approved,6.0,0,ADJ024
CLM0002623,POL0014558,CUST010791,2025-07-01,Liability,107726.43,Approved,2.0,0,ADJ050
CLM0002625,POL0057300,CUST008320,2025-05-31,Dental,38376.81,Approved,9.0,0,ADJ026
CLM0002626,POL0062088,CUST008815,2024-06-12,Liability,14992.79,Approved,27.0,0,ADJ029
CLM0002628,POL0032560,CUST006401,2022-03-09,Comprehensive,4898.67,Approved,1.0,0,ADJ015
CLM0002631,POL0060708,CUST014047,2025-06-12,Dental,50000.0,Approved,61.0,0,ADJ006
CLM0002633,POL0042575,CUST013551,2025-02-25,Mental Health,20877.28,Approved,32.0,0,ADJ009
CLM0002634,POL0057480,CUST005209,2024-07-13,Liability,40690.75,Approved,33.0,0,ADJ050
CLM0002635,POL0052443,CUST010247,2024-09-08,Property,13912.66,Approved,73.0,0,ADJ008
CLM0002636,POL0000700,CUST003220,2021-06-22,Medical,35612.0,Approved,16.0,0,ADJ011
CLM0002638,POL0065218,CUST014887,2024-09-15,Liability,59534.27,Approved,51.0,0,ADJ036
CLM0002639,POL0025594,CUST014210,2023-02-26,Storm,48862.61,Under Investigation,,0,ADJ012
CLM0002640,POL0051028,CUST013333,2025-06-21,Liability,35698.44,Under Investigation,,0,ADJ018
CLM0002641,POL0060678,CUST012794,2025-02-20,Liability,34151.74,Approved,21.0,0,ADJ006
CLM0002642,POL0047363,CUST008155,2023-05-23,Storm,64393.53,Under Investigation,,0,ADJ039
CLM0002643,POL0058914,CUST007905,2024-11-25,Theft,44720.41,Approved,35.0,0,ADJ029
CLM0002644,POL0068601,CUST009943,2023-02-14,Liability,39999.21,Approved,21.0,0,ADJ048
CLM0002645,POL0071146,CUST008527,2023-02-24,Liability,210633.03,Approved,29.0,0,ADJ023
CLM0002647,POL0055191,CUST013921,2024-05-22,Theft,108625.13,Approved,11.0,0,ADJ003
CLM0002648,POL0057190,CUST010111,2025-02-24,Theft,11690.0,Approved,59.0,0,ADJ048
CLM0002649,POL0052406,CUST008721,2022-02-14,Vandalism,51434.1,Approved,228.0,0,ADJ025
CLM0002650,POL0011527,CUST004722,2022-08-13,Water Damage,8433.49,Approved,28.0,0,ADJ016
CLM0002651,POL0053645,CUST004171,2023-05-04,Critical Illness,473138.23,Approved,242.0,0,ADJ027
CLM0002652,POL0035386,CUST002597,2023-05-01,Vandalism,1515.45,Approved,11.0,0,ADJ029
CLM0002653,POL0015502,CUST005130,2024-06-20,Critical Illness,480754.49,Approved,23.0,0,ADJ015
CLM0002654,POL0045777,CUST006248,2024-06-06,Medical,34774.04,Approved,50.0,0,ADJ018
CLM0002655,POL0030230,CUST000321,2021-10-21,Lost Luggage,10000.0,Approved,39.0,0,ADJ048
CLM0002656,POL0010602,CUST014609,2023-05-16,Medical,50000.0,Denied,62.0,0,ADJ008
CLM0002657,POL0048261,CUST011549,2022-11-28,Fire,38861.01,Approved,31.0,0,ADJ012
CLM0002658,POL0025244,CUST010805,2023-07-10,Dental,11458.64,Approved,101.0,0,ADJ036
CLM0002659,POL0038629,CUST008896,2021-08-17,Fire,13107.59,Approved,4.0,0,ADJ029
CLM0002660,POL0061067,CUST008324,2023-09-03,Mental Health,50000.0,Approved,18.0,0,ADJ023
CLM0002661,POL0054028,CUST010404,2024-05-05,Theft,14351.69,Approved,68.0,0,ADJ003
CLM0002662,POL0033408,CUST000304,2024-03-30,Collision,70266.13,Approved,90.0,0,ADJ046
CLM0002663,POL0023036,CUST008692,2025-03-07,Vandalism,14177.37,Approved,0.0,0,ADJ041
CLM0002666,POL0015625,CUST006125,2021-04-10,Theft,25760.66,Approved,10.0,0,ADJ027
CLM0002667,POL0072582,CUST008581,2023-06-29,Death,578772.97,Pending,,0,ADJ031
CLM0002668,POL0037603,CUST003644,2023-02-23,Comprehensive,21004.1,Under Investigation,,0,ADJ041
CLM0002669,POL0007188,CUST002780,2023-04-22,Dental,16454.5,Approved,71.0,0,ADJ012
CLM0002670,POL0059721,CUST011450,2025-04-08,Fire,56511.03,Approved,55.0,0,ADJ010
CLM0002671,POL0017660,CUST003098,2025-05-06,Critical Illness,385772.08,Approved,37.0,0,ADJ042
CLM0002672,POL0041548,CUST011382,2023-03-27,Theft,67911.33,Approved,41.0,0,ADJ007
CLM0002673,POL0063279,CUST000884,2023-08-03,Storm,7902.01,Approved,8.0,0,ADJ048
CLM0002674,POL0052487,CUST010676,2024-12-05,Theft,19747.49,Approved,25.0,0,ADJ043
CLM0002675,POL0071198,CUST008679,2024-07-09,Liability,76554.75,Approved,10.0,0,ADJ031
CLM0002676,POL0063599,CUST002270,2024-10-06,Theft,38808.03,Approved,75.0,0,ADJ010
CLM0002677,POL0026091,CUST004150,2023-02-17,Water Damage,26709.38,Under Investigation,,0,ADJ006
CLM0002678,POL0024932,CUST012161,2024-10-03,Death,434313.18,Approved,71.0,0,ADJ002
CLM0002679,POL0066996,CUST004680,2022-12-10,Disability,587464.87,Under Investigation,,0,ADJ006
CLM0002680,POL0028859,CUST009111,2022-02-15,Liability,62973.41,Approved,5.0,0,ADJ015
CLM0002681,POL0041012,CUST006118,2022-03-09,Death,1568541.72,Approved,13.0,0,ADJ050
CLM0002682,POL0073094,CUST004048,2023-09-21,Liability,4731.36,Approved,82.0,0,ADJ026
CLM0002683,POL0073305,CUST013536,2021-10-02,Dental,24418.61,Approved,5.0,0,ADJ006
CLM0002684,POL0054012,CUST002487,2022-07-26,Critical Illness,425892.29,Approved,64.0,0,ADJ008
CLM0002686,POL0011141,CUST014252,2022-08-07,Collision,8908.04,Approved,8.0,0,ADJ048
CLM0002687,POL0060034,CUST014742,2025-02-01,Theft,14632.62,Approved,8.0,0,ADJ022
CLM0002688,POL0007886,CUST000691,2023-01-08,Critical Illness,949346.33,Pending,,0,ADJ006
CLM0002689,POL0010270,CUST004296,2023-04-12,Theft,39225.71,Approved,81.0,0,ADJ046
CLM0002690,POL0002912,CUST003992,2025-06-10,Vision,50000.0,Under Investigation,,0,ADJ009
CLM0002691,POL0065068,CUST014064,2021-03-04,Comprehensive,17720.61,Approved,12.0,0,ADJ038
CLM0002693,POL0034252,CUST002605,2023-12-11,Collision,53465.22,Approved,43.0,0,ADJ027
CLM0002694,POL0032771,CUST010966,2022-05-06,Collision,7766.64,Approved,72.0,0,ADJ042
CLM0002696,POL0008364,CUST001030,2025-01-26,Vandalism,3105.48,Denied,2.0,0,ADJ033
CLM0002698,POL0021516,CUST012590,2024-12-12,Storm,35499.2,Approved,8.0,0,ADJ038
CLM0002701,POL0016359,CUST011071,2023-07-07,Liability,13341.3,Denied,98.0,0,ADJ005
CLM0002702,POL0046732,CUST001607,2022-05-02,Death,374221.65,Approved,19.0,0,ADJ033
CLM0002703,POL0058090,CUST014174,2020-07-25,Vision,50000.0,Approved,1.0,0,ADJ018
CLM0002704,POL0072385,CUST012322,2024-02-20,Theft,23294.46,Pending,,0,ADJ017
CLM0002706,POL0043913,CUST009272,2024-03-27,Comprehensive,16183.91,Under Investigation,,0,ADJ029
CLM0002707,POL0050345,CUST010259,2021-11-28,Medical,31947.04,Approved,35.0,0,ADJ017
CLM0002708,POL0001760,CUST014960,2024-04-02,Theft,65251.42,Approved,57.0,0,ADJ016
CLM0002709,POL0043533,CUST009640,2025-04-01,Storm,120609.47,Approved,35.0,0,ADJ004
CLM0002710,POL0042679,CUST006578,2024-08-08,Comprehensive,2642.18,Approved,32.0,0,ADJ038
CLM0002712,POL0041110,CUST006277,2024-10-22,Vision,7846.63,Approved,82.0,0,ADJ050
CLM0002713,POL0065704,CUST002174,2024-10-11,Vandalism,41893.69,Approved,31.0,0,ADJ024
CLM0002715,POL0065075,CUST012004,2020-08-04,Medical Emergency,25000.0,Under Investigation,,0,ADJ005
CLM0002716,POL0021727,CUST012508,2023-07-11,Storm,56904.79,Approved,40.0,0,ADJ036
CLM0002717,POL0016852,CUST014176,2025-06-21,Collision,16994.91,Pending,,0,ADJ012
CLM0002718,POL0057292,CUST007606,2021-01-12,Comprehensive,3940.58,Approved,17.0,0,ADJ023
CLM0002719,POL0023711,CUST007680,2022-12-13,Disability,312182.52,Approved,19.0,0,ADJ022
CLM0002720,POL0002325,CUST012233,2022-02-19,Death,286206.81,Approved,43.0,0,ADJ031
CLM0002721,POL0047300,CUST013759,2022-09-01,Water Damage,10021.74,Approved,79.0,0,ADJ001
CLM0002722,POL0064330,CUST011393,2022-09-20,Comprehensive,6324.16,Approved,13.0,0,ADJ018
CLM0002723,POL0031519,CUST013295,2025-03-21,Critical Illness,508717.17,Denied,333.0,0,ADJ024
CLM0002724,POL0008718,CUST004194,2023-04-02,Comprehensive,3745.59,Approved,21.0,0,ADJ018
CLM0002725,POL0050273,CUST012868,2025-06-17,Theft,124713.37,Approved,11.0,0,ADJ025
CLM0002726,POL0017330,CUST004614,2025-03-08,Vandalism,7271.31,Approved,1.0,0,ADJ042
CLM0002727,POL0057727,CUST009215,2025-02-27,Liability,77704.07,Pending,,0,ADJ018
CLM0002728,POL0045083,CUST010680,2020-12-13,Theft,15099.78,Approved,41.0,0,ADJ031
CLM0002729,POL0047289,CUST011665,2024-06-10,Fire,87400.97,Denied,29.0,0,ADJ029
CLM0002731,POL0010597,CUST000961,2022-01-09,Fire,34670.46,Pending,,0,ADJ028
CLM0002732,POL0069976,CUST013675,2024-09-15,Disability,419730.12,Approved,1.0,0,ADJ009
CLM0002733,POL0072904,CUST003284,2025-03-06,Mental Health,3784.8,Approved,10.0,0,ADJ034
CLM0002734,POL0034817,CUST004970,2024-12-06,Medical,26291.77,Approved,19.0,0,ADJ024
CLM0002735,POL0006439,CUST014661,2025-05-21,Dental,34062.35,Approved,52.0,0,ADJ018
CLM0002736,POL0012505,CUST009431,2023-09-29,Medical Emergency,10000.0,Pending,,0,ADJ013
CLM0002737,POL0003524,CUST002444,2024-01-27,Vandalism,18867.61,Denied,40.0,0,ADJ031
CLM0002738,POL0012263,CUST010358,2024-07-22,Vandalism,18033.11,Approved,30.0,0,ADJ018
CLM0002739,POL0002293,CUST001020,2023-10-22,Collision,7501.53,Approved,31.0,0,ADJ026
CLM0002740,POL0025763,CUST003298,2024-11-07,Liability,4623.08,Approved,7.0,0,ADJ007
CLM0002741,POL0072456,CUST009440,2022-06-10,Liability,6944.01,Approved,15.0,0,ADJ011
CLM0002742,POL0039960,CUST006514,2023-04-17,Medical,16382.66,Denied,204.0,0,ADJ031
CLM0002744,POL0001381,CUST005495,2025-02-24,Collision,6577.89,Approved,4.0,0,ADJ040
CLM0002745,POL0012522,CUST012082,2025-06-28,Death,578087.2,Pending,,1,ADJ039
CLM0002746,POL0021417,CUST014873,2024-05-11,Disability,205267.19,Approved,106.0,0,ADJ027
CLM0002747,POL0030705,CUST000560,2020-07-20,Vision,31253.73,Approved,51.0,0,ADJ042
CLM0002748,POL0035943,CUST007338,2025-04-06,Disability,124917.92,Approved,27.0,0,ADJ013
CLM0002750,POL0038041,CUST001333,2023-04-21,Liability,50828.31,Approved,62.0,0,ADJ008
CLM0002751,POL0071814,CUST006288,2021-03-26,Collision,27223.44,Approved,25.0,0,ADJ046
CLM0002752,POL0027309,CUST002990,2023-12-08,Storm,35198.39,Approved,4.0,0,ADJ046
CLM0002753,POL0039822,CUST013761,2022-06-12,Dental,12123.72,Denied,51.0,0,ADJ047
CLM0002754,POL0042284,CUST009056,2024-03-14,Theft,15824.57,Approved,50.0,0,ADJ031
CLM0002755,POL0058122,CUST002470,2022-02-25,Disability,487934.29,Approved,60.0,0,ADJ010
CLM0002758,POL0055951,CUST014180,2021-04-28,Storm,31078.32,Approved,42.0,0,ADJ050
CLM0002759,POL0062627,CUST002521,2020-10-21,Collision,7583.32,Approved,14.0,0,ADJ015
CLM0002760,POL0046790,CUST000740,2022-06-04,Liability,26702.09,Pending,,0,ADJ027
CLM0002761,POL0059925,CUST013162,2025-02-01,Mental Health,34782.57,Approved,9.0,0,ADJ047
CLM0002762,POL0037709,CUST005809,2024-02-18,Lost Luggage,3927.31,Approved,5.0,0,ADJ039
CLM0002763,POL0010952,CUST011519,2024-05-10,Critical Illness,514981.9,Approved,46.0,0,ADJ019
CLM0002764,POL0012915,CUST010014,2024-09-09,Vandalism,15779.09,Approved,24.0,0,ADJ050
CLM0002765,POL0072322,CUST011493,2021-10-27,Disability,272032.1,Approved,32.0,0,ADJ037
CLM0002766,POL0053557,CUST000073,2024-08-03,Theft,5485.89,Under Investigation,,0,ADJ009
CLM0002767,POL0013680,CUST013226,2024-12-31,Cyber,37560.0,Denied,116.0,0,ADJ047
CLM0002768,POL0033240,CUST012343,2023-08-13,Critical Illness,495699.0,Denied,21.0,0,ADJ026
CLM0002769,POL0023701,CUST002240,2021-11-23,Storm,16675.22,Approved,78.0,0,ADJ042
CLM0002770,POL0041385,CUST008326,2022-10-30,Liability,49952.63,Approved,9.0,0,ADJ034
CLM0002771,POL0019553,CUST001729,2024-11-13,Storm,3845.56,Approved,7.0,0,ADJ045
CLM0002772,POL0016200,CUST005004,2024-07-11,Critical Illness,728695.99,Approved,71.0,0,ADJ010
CLM0002773,POL0066413,CUST012504,2023-07-22,Vision,15888.92,Denied,84.0,0,ADJ042
CLM0002774,POL0004728,CUST007719,2021-01-23,Mental Health,50000.0,Approved,56.0,0,ADJ038
CLM0002775,POL0034044,CUST007746,2025-05-29,Medical,21509.8,Approved,41.0,0,ADJ035
CLM0002776,POL0046648,CUST004926,2022-01-09,Dental,12039.13,Denied,248.0,0,ADJ031
CLM0002777,POL0025297,CUST000632,2024-07-14,Mental Health,29138.56,Under Investigation,,0,ADJ005
CLM0002778,POL0052439,CUST014455,2024-10-13,Fire,24278.33,Denied,20.0,0,ADJ011
CLM0002779,POL0041964,CUST008138,2021-11-10,Liability,6983.25,Approved,1.0,0,ADJ018
CLM0002780,POL0068088,CUST009527,2025-03-22,Collision,17697.61,Approved,87.0,0,ADJ043
CLM0002781,POL0045805,CUST011083,2023-02-17,Theft,15271.51,Approved,22.0,0,ADJ015
CLM0002782,POL0015130,CUST005366,2020-12-24,Liability,45508.77,Approved,6.0,0,ADJ002
CLM0002783,POL0055978,CUST010550,2025-01-31,Mental Health,14260.34,Approved,1.0,0,ADJ043
CLM0002784,POL0029945,CUST004097,2025-02-13,Comprehensive,42318.77,Approved,4.0,0,ADJ043
CLM0002785,POL0018160,CUST008658,2025-07-01,Vandalism,18746.78,Denied,5.0,1,ADJ005
CLM0002786,POL0073308,CUST000482,2025-03-14,Trip Cancellation,7919.53,Approved,9.0,0,ADJ040
CLM0002787,POL0024575,CUST011393,2022-03-26,Liability,16647.25,Approved,6.0,0,ADJ039
CLM0002788,POL0062843,CUST004965,2022-05-31,Storm,84878.72,Approved,52.0,0,ADJ013
CLM0002790,POL0007152,CUST005418,2023-08-19,Trip Cancellation,7712.34,Approved,15.0,1,ADJ042
CLM0002791,POL0074146,CUST014822,2025-06-05,Death,184095.43,Approved,225.0,0,ADJ015
CLM0002792,POL0018300,CUST011032,2022-09-20,Critical Illness,382161.79,Approved,2.0,1,ADJ006
CLM0002793,POL0039357,CUST006188,2022-05-23,Disability,574684.84,Approved,151.0,0,ADJ012
CLM0002795,POL0027525,CUST014330,2021-11-03,Comprehensive,28147.99,Approved,12.0,0,ADJ008
CLM0002798,POL0065213,CUST009479,2023-12-11,Collision,48144.55,Approved,11.0,0,ADJ030
CLM0002799,POL0057645,CUST009066,2025-06-26,Disability,317893.83,Denied,45.0,1,ADJ022
CLM0002802,POL0058632,CUST014691,2021-06-09,Mental Health,2842.12,Approved,17.0,0,ADJ035
CLM0002803,POL0044535,CUST014015,2025-03-14,Vision,50000.0,Denied,16.0,0,ADJ017
CLM0002804,POL0037315,CUST000730,2024-07-06,Theft,27385.93,Denied,61.0,0,ADJ013
CLM0002805,POL0000743,CUST011137,2023-04-07,Critical Illness,202562.06,Approved,22.0,0,ADJ036
CLM0002806,POL0017619,CUST003107,2022-02-24,Disability,187816.81,Approved,79.0,0,ADJ034
CLM0002807,POL0045171,CUST011589,2023-03-01,Death,304719.75,Approved,50.0,0,ADJ047
CLM0002808,POL0022113,CUST012721,2024-10-28,Medical,8833.97,Denied,19.0,0,ADJ027
CLM0002810,POL0002424,CUST003410,2025-07-02,Theft,47901.49,Under Investigation,,0,ADJ027
CLM0002811,POL0031168,CUST009484,2023-09-28,Liability,14829.32,Approved,5.0,0,ADJ033
CLM0002812,POL0020840,CUST000092,2024-12-30,Theft,108402.5,Approved,40.0,0,ADJ034
CLM0002814,POL0023333,CUST006734,2023-12-02,Comprehensive,46456.5,Approved,42.0,0,ADJ029
CLM0002815,POL0010075,CUST006558,2023-09-13,Comprehensive,2586.71,Under Investigation,,0,ADJ045
CLM0002816,POL0029073,CUST008912,2025-05-31,Death,289868.31,Approved,2.0,0,ADJ049
CLM0002817,POL0027791,CUST011206,2025-04-28,Water Damage,73617.22,Approved,76.0,0,ADJ025
CLM0002818,POL0039750,CUST008874,2024-12-19,Medical,49114.1,Approved,17.0,0,ADJ014
CLM0002819,POL0038886,CUST011515,2022-08-31,Mental Health,50000.0,Approved,32.0,0,ADJ002
CLM0002820,POL0051307,CUST014051,2023-03-12,Critical Illness,303220.85,Denied,35.0,0,ADJ040
CLM0002821,POL0064421,CUST002211,2025-05-09,Disability,719471.75,Pending,,0,ADJ039
CLM0002822,POL0044597,CUST010745,2023-08-28,Theft,53327.12,Approved,41.0,0,ADJ003
CLM0002823,POL0019903,CUST000008,2025-06-30,Liability,15647.26,Approved,286.0,1,ADJ026
CLM0002824,POL0009637,CUST009879,2023-01-31,Vision,11991.33,Approved,7.0,0,ADJ041
CLM0002825,POL0020115,CUST014025,2023-07-09,Mental Health,23719.09,Approved,5.0,0,ADJ018
CLM0002826,POL0049572,CUST011372,2025-05-19,Theft,43454.89,Approved,26.0,0,ADJ009
CLM0002827,POL0022260,CUST004901,2024-05-15,Critical Illness,351790.87,Approved,254.0,0,ADJ008
CLM0002828,POL0017858,CUST011082,2025-01-01,Disability,156240.52,Approved,45.0,0,ADJ040
CLM0002829,POL0023543,CUST013272,2023-01-05,Disability,216296.0,Approved,0.0,0,ADJ032
CLM0002830,POL0072376,CUST011220,2025-03-12,Comprehensive,8748.35,Approved,206.0,1,ADJ039
CLM0002832,POL0045419,CUST004895,2024-07-30,Water Damage,10626.89,Approved,44.0,0,ADJ036
CLM0002835,POL0056301,CUST007139,2021-06-08,Vision,203811.06,Approved,121.0,0,ADJ036
CLM0002836,POL0074296,CUST013738,2020-07-21,Fire,106493.0,Denied,18.0,0,ADJ031
CLM0002837,POL0053254,CUST008533,2021-08-31,Liability,34405.71,Pending,,0,ADJ010
CLM0002838,POL0008539,CUST013957,2025-06-10,Critical Illness,216373.61,Pending,,0,ADJ022
CLM0002839,POL0002637,CUST002105,2025-06-09,Death,794816.17,Approved,16.0,0,ADJ022
CLM0002840,POL0002181,CUST004544,2025-04-18,Vandalism,8651.69,Approved,27.0,0,ADJ001
CLM0002842,POL0050859,CUST012802,2022-09-05,Theft,4091.18,Denied,36.0,0,ADJ048
CLM0002843,POL0017087,CUST010956,2022-07-17,Theft,50719.3,Approved,30.0,0,ADJ032
CLM0002844,POL0045272,CUST012562,2022-09-08,Vision,23820.88,Approved,71.0,0,ADJ024
CLM0002845,POL0062066,CUST014470,2025-05-23,Workers Comp,12080.55,Approved,44.0,0,ADJ006
CLM0002847,POL0022821,CUST013546,2025-04-20,Collision,70184.42,Approved,158.0,0,ADJ031
CLM0002848,POL0045573,CUST003076,2025-01-07,Collision,38469.68,Approved,77.0,0,ADJ029
